f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,binaryClass
23,110,76,121,102,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,21,17,0,0,0,N
85,110,77,71,94,0,0,0,0,7,78,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N
103,99,76,71,94,0,5,20,2,6,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,84,148,71,94,0,0,23,23,0,0,0,0,1,0,0,27,36,0,0,0,0,0,0,0,0,N
48,118,89,71,94,0,0,0,0,13,33,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,N
145,77,78,73,94,0,0,63,34,43,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,N
78,101,76,71,94,0,0,1,2,34,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,78,76,71,94,0,25,37,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,105,112,73,96,19,44,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,2,0,0,N
74,104,99,71,94,0,2,1,12,50,0,0,0,0,23,20,0,2,0,0,0,0,0,0,0,0,N
86,105,78,73,94,0,0,0,41,5,5,56,0,0,0,0,0,1,1,0,0,1,0,0,0,0,N
114,77,76,71,94,0,0,14,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,113,77,71,94,0,0,0,0,0,0,20,25,7,1,0,0,0,0,0,0,0,0,0,0,0,N
122,79,76,71,94,75,35,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
65,112,76,71,94,0,0,32,14,1,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,N
18,77,76,152,146,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,28,9,0,N
37,118,76,71,94,0,0,0,1,2,4,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,N
157,124,76,71,94,44,19,0,0,0,86,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,77,90,114,94,44,19,2,4,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,N
100,77,76,71,94,0,0,41,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,112,77,71,94,1,2,0,0,0,3,58,0,4,2,0,0,0,0,0,0,0,0,0,0,0,N
56,126,89,79,152,28,18,0,0,0,0,0,0,22,37,0,1,0,0,0,0,0,0,0,23,13,N
32,144,114,71,94,0,0,0,0,0,0,36,9,0,28,46,0,0,0,0,0,0,0,0,0,0,N
147,77,76,71,94,0,0,38,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
143,77,76,71,94,9,42,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,97,122,71,161,6,59,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,0,0,1,34,N
76,115,81,78,96,0,0,0,0,0,58,48,0,0,0,0,0,0,0,7,1,0,0,0,1,0,N
108,102,108,71,94,0,0,14,32,34,28,0,1,0,0,27,15,0,0,0,0,0,0,0,0,0,N
13,120,94,80,100,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,4,5,0,0,N
74,118,76,71,94,0,0,0,0,25,37,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,N
48,103,79,72,96,0,0,0,2,0,16,45,0,0,0,0,0,2,0,0,0,0,0,1,1,0,N
125,77,76,71,94,26,73,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
96,196,82,71,94,0,0,0,0,0,43,111,0,41,18,0,0,0,0,0,0,0,0,0,0,0,N
107,79,76,71,94,3,0,55,37,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
97,98,76,75,119,0,1,0,1,53,24,31,0,0,0,0,0,0,0,0,0,0,0,0,12,4,N
42,134,76,71,94,0,0,0,0,0,4,41,30,15,0,0,0,0,0,0,0,0,0,0,0,0,N
136,77,76,71,94,0,37,44,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
118,110,78,71,94,0,0,0,47,31,7,56,0,1,4,0,0,0,0,0,0,0,0,0,0,0,N
22,77,126,73,94,0,3,4,1,2,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,N
87,104,76,72,97,0,0,0,32,14,12,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,N
118,95,76,71,94,0,2,0,80,28,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,N
50,89,82,131,94,0,0,0,3,4,41,4,0,0,0,0,0,0,0,0,19,26,0,0,0,0,N
19,159,100,71,94,0,2,0,0,0,0,0,16,72,1,0,0,19,0,0,0,0,0,0,0,0,N
18,77,116,88,94,0,2,2,0,0,0,0,0,0,0,0,2,0,36,5,0,0,0,0,0,0,N
39,111,79,72,95,0,0,0,0,0,0,49,12,0,2,0,0,0,1,1,0,0,0,0,0,1,N
56,141,88,71,94,0,0,32,14,0,0,0,0,38,37,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,0,97,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
121,77,76,71,94,24,29,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,115,104,71,94,0,0,1,2,50,12,1,0,0,28,30,0,0,0,0,0,0,0,0,0,0,N
93,162,92,71,94,1,1,0,0,0,54,85,0,0,39,5,0,0,0,0,0,0,0,0,0,0,N
56,77,88,115,94,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,N
129,81,76,71,94,2,72,8,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
27,112,105,71,94,1,8,4,1,0,0,0,0,0,27,32,0,0,0,0,0,0,0,0,0,0,N
87,123,78,71,94,0,0,0,0,0,64,61,0,0,0,0,1,1,0,0,0,0,0,0,0,0,N
48,126,98,71,94,0,0,0,0,13,33,0,0,0,50,9,0,0,0,0,0,0,0,0,0,0,N
57,77,119,82,94,1,0,5,41,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,N
101,109,76,71,94,0,1,2,39,39,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,104,78,73,94,1,0,0,0,0,8,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,N
92,103,77,71,94,0,0,0,0,39,46,22,0,4,1,0,0,0,0,0,0,0,0,0,0,0,N
104,107,76,71,94,2,1,1,1,47,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
105,110,76,71,94,5,5,0,0,35,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,77,76,71,94,23,23,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
27,116,100,71,94,0,8,6,0,0,0,0,0,0,43,16,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,39,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,134,76,71,94,0,39,39,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,N
102,123,77,72,94,2,1,0,0,0,90,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
13,129,88,72,94,0,0,0,0,0,0,0,0,37,22,0,0,3,1,0,0,0,0,0,0,0,N
80,104,76,71,94,0,0,0,0,7,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119,115,76,71,94,0,0,37,51,5,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,N
97,110,76,71,94,71,8,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,N
59,107,181,71,94,0,0,0,30,19,0,0,0,0,4,54,4,52,0,0,0,0,0,0,0,0,N
25,80,145,71,94,1,2,0,1,4,7,0,0,0,0,0,7,50,0,0,0,0,0,0,0,0,N
81,128,76,71,95,0,0,2,0,0,36,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N
134,77,76,71,94,28,62,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
133,77,76,71,94,47,32,41,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
89,84,77,71,94,32,47,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,N
28,105,76,125,101,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,27,11,2,0,0,N
26,91,121,71,94,0,1,11,0,2,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,0,N
36,99,79,126,94,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,7,32,0,0,0,0,N
96,114,77,71,94,0,0,0,0,31,39,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
72,77,129,74,94,56,6,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,N
16,119,79,71,94,0,0,0,0,1,2,1,0,36,8,0,0,0,0,0,0,0,0,0,0,0,N
105,86,76,71,94,0,0,62,0,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
132,77,76,71,94,6,56,1,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
192,90,76,71,94,0,32,91,19,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,118,76,71,94,0,1,2,0,0,56,52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,N
49,99,76,75,99,0,0,0,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,4,1,0,N
15,147,110,98,94,0,0,0,0,0,1,1,0,56,19,0,0,0,8,32,0,0,0,0,0,0,N
124,83,76,71,94,0,0,0,37,63,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,142,90,71,94,0,0,1,1,0,0,0,8,28,43,0,0,0,0,0,0,0,0,0,0,0,N
145,77,76,71,94,0,39,39,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,125,108,71,94,44,19,0,0,0,0,0,0,0,48,26,0,0,0,0,0,0,0,0,0,0,N
111,154,76,71,94,0,0,0,28,18,11,78,49,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,77,76,98,130,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,N
16,97,106,71,94,2,1,0,0,0,0,0,0,1,1,35,8,0,0,0,0,0,0,0,0,0,N
116,122,76,71,94,0,0,47,20,0,14,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,91,76,71,94,0,0,2,38,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,37,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
132,79,76,71,94,0,46,55,24,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
104,78,76,71,94,0,11,42,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,133,81,71,94,2,1,0,0,0,0,0,3,44,15,0,0,0,0,0,0,0,0,0,0,0,N
101,122,76,73,95,0,0,0,31,48,1,0,57,3,0,0,0,0,0,0,0,0,1,1,0,0,N
128,113,76,74,103,2,19,0,39,39,0,34,26,0,0,0,0,0,0,0,0,0,0,2,5,0,N
15,88,135,116,94,0,0,1,1,0,0,0,0,0,7,12,0,0,15,54,0,0,0,0,0,0,N
15,130,104,73,96,0,0,0,0,0,0,4,1,0,60,14,0,0,0,0,0,0,0,2,0,0,N
106,131,76,71,94,0,19,30,0,4,57,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,N
122,77,76,71,94,27,39,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
50,104,76,71,94,10,10,0,1,1,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,N
115,100,76,71,94,1,42,5,3,0,69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,81,123,71,94,0,11,43,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,N
64,106,76,72,99,0,18,6,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,4,0,N
57,128,106,71,94,0,0,3,0,0,52,9,0,0,23,35,0,0,0,0,0,0,0,0,0,0,N
19,134,76,90,102,3,2,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,17,0,0,0,N
100,79,76,71,94,0,35,16,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,97,113,71,94,44,19,0,4,1,0,0,0,0,0,32,18,0,0,0,0,0,0,0,0,0,N
22,152,98,71,94,0,0,0,0,0,0,0,36,8,49,10,0,0,0,0,0,0,0,0,0,0,N
52,98,76,71,94,0,0,1,2,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,77,76,73,98,0,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,N
97,77,76,73,96,0,1,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,N
54,81,103,141,95,0,0,0,0,30,17,1,0,0,0,0,0,0,0,17,52,0,0,0,1,0,N
16,85,87,116,94,0,0,1,1,0,0,0,2,7,0,0,0,0,0,0,35,4,0,0,0,0,N
145,96,106,71,94,0,0,0,82,59,0,1,1,0,0,34,9,0,0,0,0,0,0,0,0,0,N
59,77,76,78,153,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,N
125,112,76,71,94,0,0,5,41,20,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
78,113,76,71,94,0,0,0,0,3,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
148,83,76,71,94,74,12,3,0,38,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
98,88,76,74,94,2,1,46,0,9,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N
31,102,76,78,95,0,0,0,0,0,0,31,14,0,0,0,0,0,0,0,0,3,2,0,0,0,N
60,91,79,167,94,0,0,0,3,3,58,0,0,0,0,0,0,0,0,0,7,59,0,0,0,0,N
132,94,78,72,94,0,38,25,0,10,70,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N
73,174,76,71,94,0,0,1,2,0,66,14,18,61,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,144,95,94,1,64,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0,0,0,0,N
76,100,82,76,94,0,0,0,0,1,84,6,0,0,0,0,0,0,2,6,0,0,0,0,0,0,N
57,112,118,71,94,0,1,4,0,7,47,0,0,0,0,41,16,0,0,0,0,0,0,0,0,0,N
22,111,81,77,94,0,0,0,0,0,0,0,39,6,0,0,0,0,0,7,1,0,0,0,0,0,N
117,77,77,71,94,2,69,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
105,86,77,72,94,0,0,32,14,22,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
21,118,79,71,94,3,0,0,3,2,1,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,N
93,99,77,71,94,0,0,0,0,23,82,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N
116,121,76,71,94,0,0,25,37,0,6,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,119,90,71,94,0,1,2,0,0,17,62,0,0,0,15,4,0,0,0,0,0,0,0,0,0,N
112,97,76,71,94,56,6,0,0,0,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
167,114,76,71,95,0,0,8,71,44,7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
18,77,91,153,94,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,21,0,0,0,0,N
114,92,76,71,94,0,12,50,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,130,76,71,94,0,0,3,0,0,36,61,15,4,0,0,0,0,0,0,0,0,0,0,0,0,N
118,88,76,71,94,0,0,25,37,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
105,103,76,71,94,0,0,0,1,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,154,84,94,2,0,0,34,15,0,0,0,0,0,0,0,36,35,0,0,0,0,0,0,0,N
99,77,76,71,94,4,24,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
123,103,76,71,94,0,0,0,2,48,81,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,133,79,71,94,0,0,1,4,4,0,0,0,51,8,0,0,0,0,0,0,0,0,0,0,0,N
27,128,76,71,94,0,3,0,0,4,0,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,N
106,88,77,71,94,0,0,0,0,72,36,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,N
114,96,76,71,94,14,39,14,0,0,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
51,102,165,72,94,3,0,1,0,0,23,39,0,0,0,0,0,68,3,0,0,0,0,0,0,0,N
56,105,97,71,94,0,14,32,0,0,0,0,0,2,21,23,0,0,0,0,0,0,0,0,0,0,N
57,102,117,71,94,5,42,0,0,0,1,0,0,0,0,44,14,0,0,0,0,0,0,0,0,0,N
15,82,140,84,108,0,0,2,0,0,0,0,0,0,0,0,23,33,0,0,0,0,3,14,0,0,N
18,137,92,71,94,0,0,2,2,1,0,0,0,24,51,0,0,0,0,0,0,0,0,0,0,0,N
140,84,76,71,94,0,0,25,40,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,100,101,71,94,0,34,47,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,N
105,86,76,71,94,0,0,0,62,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,195,76,71,94,0,0,0,0,1,0,0,61,74,0,0,0,0,0,0,0,0,0,0,0,0,N
14,82,76,134,166,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,26,19,0,11,24,N
91,78,76,71,94,8,71,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
87,107,76,71,94,0,28,18,2,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,104,136,88,94,0,0,1,2,15,47,0,0,0,0,8,50,0,0,8,10,0,0,0,0,0,N
61,140,89,71,94,0,0,33,16,2,1,0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,N
95,155,76,71,94,0,0,0,0,0,57,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,N
49,99,76,73,101,0,0,0,0,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,4,1,N
90,79,76,71,94,0,47,32,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20,77,76,87,143,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,28,0,N
71,106,103,71,94,0,0,0,56,6,0,0,0,0,17,33,0,0,0,0,0,0,0,0,0,0,N
149,105,94,71,94,0,56,27,19,43,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,N
16,159,78,71,94,0,0,0,0,0,0,0,12,71,5,0,0,0,0,0,0,0,0,0,0,0,N
126,82,76,71,94,0,0,31,31,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,79,76,128,94,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,N
82,113,76,71,94,0,0,18,49,0,0,0,27,17,0,0,0,0,0,0,0,0,0,0,0,0,N
150,77,76,71,94,3,0,10,71,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,93,110,71,94,0,5,41,0,0,0,0,1,1,0,20,23,0,0,0,0,0,0,0,0,0,N
114,77,76,71,94,0,0,0,48,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
91,81,77,71,94,40,41,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,N
126,86,77,74,94,5,1,12,50,22,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N
161,77,76,74,98,47,32,0,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,N
156,113,76,71,94,0,1,47,19,40,38,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,98,76,71,94,1,2,0,1,1,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,0,8,71,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,56,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
83,77,76,108,120,4,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,1,0,N
100,121,94,96,95,5,83,5,0,0,0,0,0,4,55,0,0,0,0,0,0,15,3,0,0,0,N
44,107,76,71,94,0,0,0,2,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
161,77,76,71,94,0,0,126,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
43,109,77,71,94,0,0,0,0,0,7,54,0,3,2,0,0,0,0,0,0,0,0,0,0,0,N
21,78,91,153,94,0,0,2,0,4,2,0,0,0,1,0,0,0,0,0,46,21,0,0,0,0,N
72,133,79,71,94,0,0,25,37,0,0,1,0,51,8,0,0,0,0,0,0,0,0,0,0,0,N
117,90,76,71,94,79,0,0,0,0,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,158,82,71,94,2,1,0,0,0,10,51,0,42,17,0,0,0,0,0,0,0,0,0,0,0,N
102,77,76,71,94,0,23,24,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119,89,76,71,94,0,63,16,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
116,77,76,71,94,0,62,0,2,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,56,6,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
111,86,77,79,94,0,9,37,0,28,40,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,N
55,151,78,71,94,0,0,0,0,0,55,6,0,56,3,0,0,0,0,0,0,0,0,0,0,0,N
107,89,76,71,94,0,0,2,29,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,164,94,71,94,0,0,0,1,2,0,0,0,47,56,0,0,0,0,0,0,0,0,0,0,0,N
89,77,76,83,110,0,0,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,N
67,117,88,71,94,0,0,0,0,38,26,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,N
13,126,114,71,94,0,0,0,0,0,0,0,0,1,51,16,12,0,0,0,0,0,0,0,0,0,N
59,78,127,71,94,37,10,3,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,N
64,132,91,71,94,0,0,48,5,0,0,0,0,47,13,0,3,7,0,0,0,0,0,0,0,0,N
112,133,76,71,94,6,16,2,0,0,60,66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,78,129,74,94,0,0,0,0,0,0,0,0,0,2,1,0,38,4,0,1,0,0,0,0,0,N
148,77,76,71,94,46,96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
120,93,76,71,94,0,0,0,55,24,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,91,130,72,94,0,28,18,0,0,0,0,0,0,0,1,56,0,0,0,0,0,1,0,0,0,N
19,119,141,71,94,0,0,0,0,0,0,0,24,20,0,0,21,36,0,0,0,0,0,0,0,0,N
114,99,76,71,94,27,39,19,2,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,77,76,71,94,1,1,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
144,121,76,71,94,0,0,0,0,23,143,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
56,77,76,79,114,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,N
16,139,91,94,97,0,0,0,2,1,0,0,0,30,45,0,0,0,0,0,0,10,8,0,0,0,N
92,77,76,71,94,40,42,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16,77,77,169,94,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,N
98,78,76,71,94,0,32,14,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
108,122,76,71,94,0,1,6,0,1,94,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
109,97,76,71,94,0,0,0,12,50,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,79,76,71,94,0,0,23,24,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
191,89,76,71,94,0,31,56,37,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,114,102,71,94,19,2,0,37,9,0,0,0,0,35,24,0,0,0,0,0,0,0,0,0,0,N
116,107,76,71,94,0,50,12,0,0,33,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24,115,101,71,94,0,0,6,4,1,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0,N
116,78,76,71,94,0,2,1,12,91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,6,58,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
80,117,76,71,94,2,1,0,0,1,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
48,93,119,73,95,0,0,0,0,13,32,0,0,0,0,0,33,9,0,0,0,0,1,2,0,0,N
71,83,149,71,94,0,0,6,56,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,N
22,123,92,71,94,0,0,1,2,3,5,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,0,3,0,19,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,136,80,71,94,0,0,0,0,0,41,5,11,33,7,2,0,0,0,0,0,0,0,0,0,0,N
60,77,76,77,117,14,32,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,N
44,108,78,71,94,0,0,0,0,0,8,53,2,0,2,1,0,0,0,0,0,0,0,0,0,0,N
119,77,76,71,94,35,14,0,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,101,98,105,94,0,0,37,25,0,0,34,11,0,0,0,0,0,0,29,11,0,0,0,0,0,N
132,93,76,71,94,1,58,6,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
96,77,80,71,94,0,60,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,N
86,142,76,71,97,0,2,3,0,13,65,0,40,20,0,0,0,0,0,0,0,0,0,0,0,2,N
62,90,76,109,117,0,0,2,19,0,37,9,0,0,0,0,0,0,0,0,0,0,28,10,0,0,N
137,90,76,71,94,0,0,79,6,14,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,76,84,109,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,N
106,89,76,71,94,1,2,1,0,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
142,104,77,71,94,4,5,16,63,0,45,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
83,110,78,71,94,0,0,19,44,0,0,6,39,0,2,1,0,0,0,0,0,0,0,0,0,0,N
17,181,91,71,94,1,2,0,0,1,0,0,0,71,47,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,44,56,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,93,76,77,117,1,2,1,2,0,0,0,15,5,0,0,0,0,0,0,0,0,0,1,15,0,N
71,77,76,76,156,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,N
